진행률_pct,페니실린농도_P_mean,기질농도_S_mean,용존산소_DO2_mean,pH_mean,발효온도_T_mean,산소소비율_OUR_mean,염기투입유량_Fb_mean,냉난방수유량_Fc_mean,공기주입유량_Fg_mean,당공급유량_Fs_mean,산투입유량_Fa_mean,PAA투입유량_Fpaa_mean,페니실린농도_P_std,기질농도_S_std,용존산소_DO2_std,pH_std,발효온도_T_std,산소소비율_OUR_std,염기투입유량_Fb_std,냉난방수유량_Fc_std,공기주입유량_Fg_std,당공급유량_Fs_std,산투입유량_Fa_std,PAA투입유량_Fpaa_std
0.0,0.001,1.0627116666666667,14.688833333333333,6.521283333333334,297.695,-0.07609166666666668,7.239,0.0001,30.0,8.0,0.0,5.0,0.0,0.1527174546252727,0.05197248203510059,0.05737314751306192,0.06751543033509731,0.739656101969392,11.691966615301864,0.0,0.0,0.0,0.0,0.0
0.5,0.0009975919603316186,1.2735406487354526,14.595686293918794,6.514879851394475,297.9698112398709,-0.04803984767013273,13.274620184611868,66.56802243244931,30.0,8.0,0.08626,5.0,3.1261396705888047e-07,0.16520204332193464,0.06544842180807281,0.03197144170830348,0.028505394905549843,0.025389513751823377,11.101559604236718,16.972338361294682,0.0,0.0,0.19288322373913186,0.0
1.0,0.0009946806240145828,1.4739048584921806,14.44986096205465,6.49279555386961,297.9743813961039,0.013322530477716985,16.57371050311565,31.596763856332704,30.0,8.0,0.0,5.0,4.262126953385539e-07,0.1867787404119887,0.09372329765560508,0.01812233845038926,0.03318561673192971,0.030742890244945913,7.838590909598285,14.752412295592263,0.0,0.0,0.0,0.0
1.5,0.000991583570858285,1.6297186828433532,14.275097789480157,6.503636772574933,297.9949758593751,0.0832265082983309,18.73488168486582,24.197437918772227,30.0,13.833333333333334,0.0,5.0,6.465788720858143e-07,0.21779343860769965,0.13320582968893274,0.017099002659116597,0.026875424960871797,0.04700945511889915,9.463404537685552,14.09750569805349,0.0,2.6087459737497545,0.0,0.0
2.0,0.000988382625179008,1.8190679040537343,14.058257688798014,6.502054734882354,298.02433333333335,0.15998336626591644,27.424145659689614,29.391951096841307,30.0,15.0,0.0,5.0,8.21791106668968e-07,0.2648141186648624,0.18929665511998828,0.005402212402625533,0.025927248643504597,0.06635306750488801,10.178051596567729,11.389356347182488,0.0,0.0,0.0,0.0
2.5,0.0009851864377964793,1.9901084984599358,13.79214754536964,6.492384122420762,298.06005859375,0.2538815442997326,26.321036173803325,48.71990869453174,30.0,15.0,0.0,0.8333333333333334,1.0456801821401868e-06,0.33669095121446857,0.26269044998530866,0.012343794083532466,0.03576528134560978,0.08965027355498945,13.996390606461862,21.12608404720476,0.0,0.0,0.0,1.8633899812498245
3.0,0.0009818969602967927,2.035395242052921,13.453485132028156,6.504503151084417,298.109663125,0.3712885813241238,31.666423232068322,78.84803378459843,30.0,15.0,0.0,0.0,1.2630562094464926e-06,0.4397979027547544,0.35715636599927997,0.010524353196679498,0.05107393259280616,0.11598602773003235,3.9771684148580846,32.038245868259914,0.0,0.0,0.0,0.0
3.5,0.0009785762141463412,1.9257824932157241,13.103757008626303,6.49419706401489,298.13859375000004,0.4948541203976721,40.83869373805725,115.82988624156683,32.0,15.0,0.0,0.0,1.5470472156077167e-06,0.58566716692185,0.4594714727492176,0.005832344123991001,0.05701326771299841,0.148999301368908,12.216843184478183,48.4162372875958,4.47213595499958,0.0,0.0,0.0
4.0,0.0009750594651707069,1.6375191345155617,12.783823279009951,6.500311796825396,298.16512,0.585109870628926,45.53826987119439,155.8233173065893,40.0,15.0,0.0,0.0,1.8075781465345026e-06,0.7632764856002656,0.47252320447919977,0.009739952867298209,0.061393854198393605,0.15795337236829257,11.017391819873128,63.56432625671584,4.47213595499958,0.0,0.0,0.0
4.5,0.0009714735332157579,1.259779173698228,12.499236839836188,6.488539781573141,298.2576204404762,0.6598263558908403,53.47382325009618,202.25831938183583,42.0,15.0,0.0,0.0,2.2112329628046813e-06,0.743753125774469,0.5785502399763373,0.008135497380793187,0.15370273037557147,0.19255021724211288,29.55215848094149,80.28854345623166,0.0,0.0,0.0,0.0
5.0,0.0009676076864707884,0.7132407673767421,12.284486107465936,6.506785190976089,298.2145,0.7541398541228282,68.78211877706234,223.87876843619085,42.0,15.0,0.0,0.0,2.68053333311941e-06,0.7622831702894813,0.549753775126611,0.013889276367174571,0.0895856201258575,0.2082271692614441,34.35404357784521,125.37314068625565,0.0,0.0,0.0,0.0
5.5,0.0009645179074492383,0.33158701552695286,13.0931332240974,6.500066385029542,298.1494502228325,0.7043030385588417,54.33339032585814,234.2186346384964,42.0,27.5,0.08628999999999999,0.0,2.5108072558188936e-06,0.7081380688173139,0.26266447839685303,0.028073364126807377,0.1790997854439122,0.14571973685541,27.673052918982922,102.05649916628744,0.0,5.5901699437494745,0.19295030577845687,0.0
6.0,0.0009607153912553511,0.2402452963363516,12.992017021428572,6.487697870314434,298.07239371345025,0.6615244622584808,51.62204517293957,189.06334377553335,42.0,27.5,0.0,0.0,2.6109591293045227e-06,0.5127997587182423,0.40056463761269334,0.01953058657194828,0.07393785258954169,0.09191594421678245,45.6054500364125,77.52532227968793,0.0,5.5901699437494745,0.0,0.0
