진행률_pct,페니실린농도_P_mean,기질농도_S_mean,용존산소_DO2_mean,pH_mean,발효온도_T_mean,산소소비율_OUR_mean,염기투입유량_Fb_mean,냉난방수유량_Fc_mean,공기주입유량_Fg_mean,당공급유량_Fs_mean,산투입유량_Fa_mean,PAA투입유량_Fpaa_mean,페니실린농도_P_std,기질농도_S_std,용존산소_DO2_std,pH_std,발효온도_T_std,산소소비율_OUR_std,염기투입유량_Fb_std,냉난방수유량_Fc_std,공기주입유량_Fg_std,당공급유량_Fs_std,산투입유량_Fa_std,PAA투입유량_Fpaa_std
0.0,0.001,1.0235625,14.711500000000001,6.51985,297.8375,-0.0028029999999999444,26.5105,0.0001,30.0,8.0,0.0,5.0,0.0,0.04592023539519371,0.03251538097577827,0.1145398293171418,0.05804093383122853,0.8598006171415556,26.788730247064716,0.0,0.0,0.0,0.0,0.0
0.5,0.000997343822992758,1.2223380849654453,14.6370652317007,6.572947341516653,297.97033503846154,-0.045639481011123716,18.660643013930297,40.201039853006975,30.0,8.0,0.520865,5.0,4.6076727337312566e-07,0.06877529450953564,0.02985570305599417,0.06487731440063314,0.029465610053301314,0.013361987253087366,21.184344025959618,10.437110911894488,0.0,0.0,0.6400176315344759,0.0
1.0,0.0009945325546159853,1.4120930395706683,14.517762504666079,6.516849962119252,297.97948333333335,0.007802860970316973,13.967224255855132,16.73307943986985,30.0,8.0,0.649225,5.0,3.0764368108146263e-07,0.09960692666052498,0.055869714651799844,0.03359940762037817,0.030079898603549197,0.01987388608752875,13.039767524923137,9.824557740568572,0.0,0.0,1.1244906855439045,0.0
1.5,0.000991619464297565,1.556102496898993,14.381051568084526,6.493975225871818,297.9882275,0.06644548954334419,17.512913250837435,11.409548449108433,30.0,13.25,0.0,5.0,4.874112692853147e-07,0.13603033517361307,0.0728686704033054,0.021334606792550795,0.020420872440972262,0.03159288675180239,8.491097279717186,6.466975923254231,0.0,3.031088913245535,0.0,0.0
2.0,0.000988476489897193,1.7356678665712504,14.187147780121574,6.505232446123697,298.03873999999996,0.14531589723976995,22.944091559027925,29.986003131014805,30.0,15.0,0.0,5.0,6.354496677358104e-07,0.18143950024604183,0.10615956316517505,0.012990181711091783,0.03782013749312282,0.04649885645716749,12.664950043215306,16.515552323594903,0.0,0.0,0.0,0.0
2.5,0.000985373835757971,1.9054350265954483,13.960330255843958,6.495943598375511,298.0717578125,0.23524874761003997,28.74017343671144,52.61872928988444,30.0,15.0,0.0,1.25,8.373356754397751e-07,0.2258072452624992,0.1422086962293334,0.01654440168931404,0.03584760751226812,0.06025470018949409,6.373596172861979,23.94551416895116,0.0,0.0,0.0,2.165063509461097
3.0,0.0009821845003325207,1.9556285895625314,13.676191398492776,6.4994491708027065,298.09588,0.3455773253641472,29.382401099124138,77.46717211486376,30.0,15.0,0.0,0.0,1.1904903808351752e-06,0.2820123818445458,0.1950551575858392,0.015711396557393776,0.044336477081528505,0.08200739681538435,11.707624749399507,37.459129649535605,0.0,0.0,0.0,0.0
3.5,0.0009789592164477618,1.8654868049970994,13.379362246938598,6.50115243752582,298.0985021875,0.4540632001065776,36.007098807284294,98.10953624749715,30.0,15.0,0.0,0.0,1.426596348813677e-06,0.36091758639914157,0.2612676686275165,0.014749107831564889,0.04322888590812681,0.10879048078351017,8.783749067570726,43.98194612137495,0.0,0.0,0.0,0.0
4.0,0.0009756509782683103,1.6045332052280852,13.07393315989103,6.496243632711009,298.1295,0.5483944476920514,41.34594865475639,128.92587189795714,39.0,15.0,0.0,0.0,1.8082304024186016e-06,0.4626736149242444,0.24378191371713173,0.009027811847473576,0.05349103476287772,0.09706719411466887,8.221235022529315,57.04748943699283,5.196152422706632,0.0,0.0,0.0
4.5,0.0009721974529959536,1.1404172970822493,12.665141331591748,6.4976819328379545,298.160312125,0.6995230056891178,47.17739100022969,169.0216713053812,42.0,15.0,0.0,0.0,2.18758790427905e-06,0.5899202896188445,0.3189709943649432,0.008880744625898142,0.06136886899837649,0.13079474735927932,14.884914865542838,74.70050173445466,0.0,0.0,0.0,0.0
5.0,0.0009686857657236676,0.609864266243236,12.535511818555939,6.511943237957222,298.2284375,0.7381214747413739,46.235203800188685,170.4613030742961,42.0,15.0,0.129405,0.0,2.5219542857884405e-06,0.5404767693252119,0.29537284567847233,0.024195780339313886,0.117902816839744,0.17545856963983952,16.93588979289844,54.70045215187995,0.0,0.0,0.22413603475345054,0.0
5.5,0.000965206175011893,0.20603785140855405,12.648277063111017,6.488988505148624,298.23660739583335,0.8366363072287095,45.05377728320916,179.4889578068119,42.0,26.25,0.0,0.0,2.8296506613016905e-06,0.23299856493159615,0.5958433437615747,0.0077814568054092445,0.11657004470458712,0.19027723340798877,24.89389583290948,65.74941168062749,0.0,6.49519052838329,0.0,0.0
6.0,0.0009616196860897149,0.011685141483346297,13.347993867020492,6.517135862908996,298.03617968193396,0.6230867577929524,36.223961876027204,202.77363240152403,42.0,26.25,0.0,0.0,3.1490341001243083e-06,0.002277679888017357,0.2992896293899237,0.02836950589097915,0.10471523776779906,0.049041721216182735,26.085932877906146,28.352488932146066,0.0,6.49519052838329,0.0,0.0
6.5,0.0009584087299574814,0.011243205085567205,13.38844776058087,6.495272449530871,298.2195812524318,0.6466533577535677,36.269994410694345,166.88661328264322,42.0,30.0,0.0,0.0,3.7998066191363693e-06,0.0008936808453017231,0.14778388114777027,0.036958454728732694,0.21748546344523986,0.06256357672314335,14.242235019202276,110.17430763691162,0.0,0.0,0.0,0.0
7.0,0.0009550238426388413,0.017897470768277267,12.907685938642283,6.495341124781843,298.11532067582414,0.78243978588318,33.02681381783344,169.89340234620323,42.0,41.25,0.0,0.0,3.883344184338591e-06,0.007585131617188768,0.3844898436172282,0.04320407248410087,0.10437739847373802,0.10644271848791537,7.072875400069214,48.595799566295696,0.0,19.48557158514987,0.0,0.0
7.5,0.0009505771169012658,0.021794396882976623,12.360059970445368,6.496765309135927,298.1309933035715,0.9926188404408423,79.8514461670427,195.92167378122375,42.0,63.75,0.0,0.0,4.9229342371126405e-06,0.008490767766149824,0.43822590571289677,0.02757315577490956,0.06265540608210253,0.17608820774042172,24.755021862232137,74.2533643697677,0.0,19.48557158514987,0.0,0.0
8.0,0.0009461434289634135,0.017338215518269032,12.167134269358948,6.501146610142614,298.0675,1.0330930799628484,50.344888536322834,198.098837687121,42.0,63.75,0.0,0.0,6.064074763392628e-06,0.006174786558405261,0.4896445122376529,0.014670390915991156,0.09522998477372388,0.18520559634362074,43.920182049109656,68.131557439353,0.0,19.48557158514987,0.0,0.0
